"Notes","County","County Code",Deaths,Population,Crude Rate,Age Adjusted Rate
,"Oklahoma County, OK","40109",34295,10510818,326.283,316.824
,"Okmulgee County, OK","40111",2597,514475,504.786,370.544
,"Osage County, OK","40113",2105,626458,336.016,269.052
,"Ottawa County, OK","40115",2250,399693,562.932,379.272
,"Pawnee County, OK","40117",1049,226522,463.090,354.654
,"Payne County, OK","40119",2909,1092066,266.376,283.123
,"Pittsburg County, OK","40121",3352,594971,563.389,386.179
,"Pontotoc County, OK","40123",2085,464147,449.211,338.306
,"Pottawatomie County, OK","40125",3781,937756,403.197,340.337
,"Pushmataha County, OK","40127",995,146380,679.738,420.862
,"Roger Mills County, OK","40129",216,52659,410.186,271.438
,"Rogers County, OK","40131",3694,1131110,326.582,305.258
,"Seminole County, OK","40133",1703,314842,540.906,381.782
,"Sequoyah County, OK","40135",2408,498985,482.580,403.239
,"Stephens County, OK","40137",3549,656271,540.783,379.031
,"Texas County, OK","40139",842,311794,270.050,309.754
,"Tillman County, OK","40141",534,124707,428.204,292.364
,"Tulsa County, OK","40143",29093,8604885,338.099,318.170
,"Wagoner County, OK","40145",2565,968250,264.911,276.640
,"Washington County, OK","40147",3100,700409,442.599,281.477
,"Washita County, OK","40149",776,175602,441.908,294.448
,"Woods County, OK","40151",710,136464,520.284,330.738
,"Woodward County, OK","40153",1059,306021,346.055,311.096
,"Baker County, OR","41001",1006,253386,397.023,236.042
,"Benton County, OR","41003",2615,1247114,209.684,191.574
,"Clackamas County, OR","41005",13925,5634482,247.139,210.255
,"Clatsop County, OR","41007",1917,569027,336.891,252.561
,"Columbia County, OR","41009",1931,745448,259.039,237.275
,"Coos County, OR","41011",4112,957889,429.277,262.404
,"Crook County, OR","41013",1177,328377,358.429,257.200
,"Curry County, OR","41015",1835,342912,535.123,262.104
,"Deschutes County, OR","41017",5607,2370672,236.515,202.723
,"Douglas County, OR","41019",6145,1633740,376.131,234.533
,"Gilliam County, OR","41021",97,29492,328.903,171.200
,"Grant County, OR","41023",389,114873,338.635,189.810
,"Harney County, OR","41025",346,111540,310.203,220.595
,"Hood River County, OR","41027",908,337671,268.901,234.570
,"Jackson County, OR","41029",9826,3096403,317.336,215.984
,"Jefferson County, OR","41031",751,273038,275.053,241.022
,"Josephine County, OR","41033",5290,1266082,417.824,241.118
,"Klamath County, OR","41035",3068,981717,312.514,238.014
,"Lake County, OR","41037",359,119279,300.975,195.837
,"Lane County, OR","41039",13891,5272105,263.481,205.210
,"Lincoln County, OR","41041",2654,687018,386.307,239.373
,"Linn County, OR","41043",5547,1758644,315.413,249.376
,"Malheur County, OR","41045",1514,476345,317.837,269.900
,"Marion County, OR","41047",12110,4684760,258.498,227.594
,"Morrow County, OR","41049",354,173454,204.089,220.040
,"Multnomah County, OR","41051",25062,10461542,239.563,238.286
,"Polk County, OR","41053",2949,1103590,267.219,201.364
,"Sherman County, OR","41055",96,26930,356.480,217.535
,"Tillamook County, OR","41057",1383,390905,353.794,231.171
,"Umatilla County, OR","41059",2951,1126346,261.998,238.950
,"Union County, OR","41061",1185,390597,303.382,211.348
,"Wallowa County, OR","41063",441,109254,403.647,220.281
,"Wasco County, OR","41065",1445,370908,389.584,244.737
,"Washington County, OR","41067",13348,7373545,181.026,192.191
,"Wheeler County, OR","41069",103,22287,462.153,215.969
,"Yamhill County, OR","41071",3730,1470965,253.575,214.643
,"Adams County, PA","42001",5367,1574224,340.930,265.637
,"Allegheny County, PA","42003",78405,19161774,409.174,272.862
,"Armstrong County, PA","42005",4702,1107399,424.599,279.823
,"Beaver County, PA","42007",11593,2742308,422.746,275.665
,"Bedford County, PA","42009",3160,788340,400.842,280.173
,"Berks County, PA","42011",20638,6306725,327.238,256.645
,"Blair County, PA","42013",9121,2013871,452.909,301.841
,"Bradford County, PA","42015",3517,987378,356.196,258.566
,"Bucks County, PA","42017",26097,9501550,274.660,220.859
,"Butler County, PA","42019",10042,2881362,348.516,260.557
,"Cambria County, PA","42021",10781,2283644,472.096,289.163
,"Cameron County, PA","42023",374,82853,451.402,252.319
,"Carbon County, PA","42025",4252,1004484,423.302,290.568
,"Centre County, PA","42027",5299,2282319,232.176,240.752
,"Chester County, PA","42029",18821,7462903,252.194,225.063
,"Clarion County, PA","42031",2412,636666,378.849,296.028
,"Clearfield County, PA","42033",5309,1300998,408.071,282.017
,"Clinton County, PA","42035",2343,618362,378.904,289.530
,"Columbia County, PA","42037",4199,1046723,401.157,299.753
,"Crawford County, PA","42039",5257,1407899,373.393,282.102
,"Cumberland County, PA","42041",12245,3584437,341.616,252.975
,"Dauphin County, PA","42043",13740,4069016,337.674,282.242
,"Delaware County, PA","42045",30240,8457283,357.562,267.619
,"Elk County, PA","42047",1944,517789,375.443,242.377
,"Erie County, PA","42049",14783,4400534,335.937,265.263
,"Fayette County, PA","42051",10448,2208972,472.980,312.441
,"Forest County, PA","42053",432,112414,384.294,288.837
,"Franklin County, PA","42055",7053,2288741,308.161,226.817
,"Fulton County, PA","42057",732,233275,313.793,261.731
,"Greene County, PA","42059",2382,617906,385.496,298.795
,"Huntingdon County, PA","42061",2436,729030,334.143,264.880
,"Indiana County, PA","42063",4586,1399373,327.718,251.053
,"Jefferson County, PA","42065",3355,718222,467.126,309.269
,"Juniata County, PA","42067",1305,385484,338.535,245.542
,"Lackawanna County, PA","42069",16557,3340617,495.627,310.506
,"Lancaster County, PA","42071",24109,7969196,302.527,228.122
,"Lawrence County, PA","42073",6501,1451131,447.995,277.522
,"Lebanon County, PA","42075",7537,2060018,365.871,252.335
,"Lehigh County, PA","42077",15885,5259808,302.007,224.370
,"Luzerne County, PA","42079",24593,5018597,490.037,303.740
,"Lycoming County, PA","42081",6666,1854211,359.506,258.029
,"Mc Kean County, PA","42083",3119,694589,449.043,314.311
,"Mercer County, PA","42085",7940,1856939,427.585,270.432
,"Mifflin County, PA","42087",2901,740702,391.655,263.190
,"Monroe County, PA","42089",6141,2539330,241.835,241.631
,"Montgomery County, PA","42091",37406,11846039,315.768,222.735
,"Montour County, PA","42093",1168,285927,408.496,246.711
,"Northampton County, PA","42095",14526,4524967,321.019,227.296
,"Northumberland County, PA","42097",6911,1493527,462.730,297.975
,"Perry County, PA","42099",2100,718920,292.105,279.314
,"Philadelphia County, PA","42101",79128,22543331,351.004,322.932
,"Pike County, PA","42103",2306,863503,267.052,229.373
,"Potter County, PA","42105",1017,280252,362.888,241.921
,"Schuylkill County, PA","42107",12154,2338312,519.777,331.193
,"Snyder County, PA","42109",1779,624635,284.806,235.493
,"Somerset County, PA","42111",5431,1240795,437.703,277.544
,"Sullivan County, PA","42113",532,102305,520.014,288.336
,"Susquehanna County, PA","42115",2616,679255,385.128,283.991
,"Tioga County, PA","42117",2305,664071,347.101,255.520
,"Union County, PA","42119",2154,695819,309.563,235.826
,"Venango County, PA","42121",3381,876150,385.893,272.893
,"Warren County, PA","42123",2871,664301,432.184,290.246
,"Washington County, PA","42125",12585,3273985,384.394,256.388
,"Wayne County, PA","42127",3453,809023,426.811,307.826
,"Westmoreland County, PA","42129",24280,5773798,420.520,265.105
,"Wyoming County, PA","42131",1618,447285,361.738,295.627
,"York County, PA","42133",18435,6646688,277.356,235.947
,"Bristol County, RI","44001",2617,791641,330.579,211.369
,"Kent County, RI","44003",9015,2606080,345.922,246.259
,"Newport County, RI","44005",4201,1307137,321.389,222.205
,"Providence County, RI","44007",30791,9550716,322.395,250.517
,"Washington County, RI","44009",5499,1966710,279.604,217.308
,"Abbeville County, SC","45001",1381,407033,339.285,268.603
,"Aiken County, SC","45003",7466,2466168,302.737,264.725
,"Allendale County, SC","45005",721,165879,434.654,393.013
,"Anderson County, SC","45007",8913,2896625,307.703,267.199
,"Bamberg County, SC","45009",1003,252108,397.845,324.762
,"Barnwell County, SC","45011",1267,357668,354.239,326.862
,"Beaufort County, SC","45013",5399,2433624,221.850,165.900
,"Berkeley County, SC","45015",5027,2676632,187.811,245.590
,"Calhoun County, SC","45017",817,240327,339.953,278.183
,"Charleston County, SC","45019",13509,5465770,247.156,240.768
,"Cherokee County, SC","45021",3103,869445,356.894,336.965
,"Chester County, SC","45023",1959,525847,372.542,334.883
,"Chesterfield County, SC","45025",2520,719875,350.061,333.213
,"Clarendon County, SC","45027",1837,539923,340.234,291.968
,"Colleton County, SC","45029",2371,606768,390.759,336.157
,"Darlington County, SC","45031",4409,1082997,407.111,372.981
,"Dillon County, SC","45033",1958,486381,402.565,385.024
,"Dorchester County, SC","45035",4373,1998861,218.775,275.034
,"Edgefield County, SC","45037",1183,415799,284.512,277.991
,"Fairfield County, SC","45039",1457,376670,386.811,336.357
,"Florence County, SC","45041",7884,2113677,372.999,359.949
,"Georgetown County, SC","45043",3416,949694,359.695,268.838
,"Greenville County, SC","45045",16929,6840290,247.490,239.542
,"Greenwood County, SC","45047",3518,1082794,324.900,269.301
,"Hampton County, SC","45049",1149,331110,347.015,331.343
,"Horry County, SC","45051",12644,4056364,311.708,267.725
,"Jasper County, SC","45053",1020,380433,268.116,278.190
,"Kershaw County, SC","45055",2737,941958,290.565,266.040
,"Lancaster County, SC","45057",3802,1165043,326.340,290.656
,"Laurens County, SC","45059",3918,1067405,367.058,314.024
,"Lee County, SC","45061",1117,306164,364.837,334.037
,"Lexington County, SC","45063",9606,3963628,242.354,249.867
,"McCormick County, SC","45065",580,159625,363.352,256.718
,"Marion County, SC","45067",2339,528208,442.818,395.731
,"Marlboro County, SC","45069",2115,432292,489.253,460.191
,"Newberry County, SC","45071",2146,585219,366.700,291.462
,"Oconee County, SC","45073",3822,1149278,332.557,262.943
,"Orangeburg County, SC","45075",4987,1440634,346.167,306.152
,"Pickens County, SC","45077",5270,1839406,286.506,276.637
,"Richland County, SC","45079",13033,5769112,225.910,266.945
,"Saluda County, SC","45081",1247,307075,406.090,322.803
,"Spartanburg County, SC","45083",13128,4335089,302.831,285.734
,"Sumter County, SC","45085",5308,1674884,316.917,315.317
,"Union County, SC","45087",2122,458761,462.550,363.464
,"Williamsburg County, SC","45089",2098,548589,382.436,336.794
,"York County, SC","45091",7335,3328720,220.355,244.560
,"Aurora County, SD","46003",182,43345,419.887,233.161
,"Beadle County, SD","46005",1079,260178,414.716,245.789
,"Bennett County, SD","46007",72,21001,342.841,198.870
,"Bon Homme County, SD","46009",479,105227,455.206,222.166
,"Brookings County, SD","46011",1052,482249,218.145,226.116
,"Brown County, SD","46013",2094,557578,375.553,244.342
,"Brule County, SD","46015",292,74502,391.936,226.852
,"Buffalo County, SD","46017",14,5178,270.375 (Unreliable),210.729 (Unreliable)
,"Butte County, SD","46019",509,152779,333.161,248.455
,"Campbell County, SD","46021",100,23922,418.025,216.464
,"Charles Mix County, SD","46023",470,98706,476.162,222.230
,"Clark County, SD","46025",279,59885,465.893,237.883
,"Clay County, SD","46027",582,208713,278.852,281.397
,"Codington County, SD","46029",1289,420797,306.323,228.977
,"Corson County, SD","46031",85,22116,384.337,252.766
,"Custer County, SD","46033",393,123681,317.753,200.714
,"Davison County, SD","46035",1148,299854,382.853,241.068
,"Day County, SD","46037",541,83172,650.459,294.284
,"Deuel County, SD","46039",260,69540,373.886,221.630
,"Dewey County, SD","46041",80,20833,384.006,242.856
,"Douglas County, SD","46043",221,48628,454.471,179.145
,"Edmunds County, SD","46045",315,64815,485.999,244.636
,"Fall River County, SD","46047",576,103799,554.919,296.362
,"Faulk County, SD","46049",149,38372,388.304,183.725
,"Grant County, SD","46051",534,117127,455.915,271.221
,"Gregory County, SD","46053",361,63803,565.804,233.219
,"Haakon County, SD","46055",120,30798,389.636,186.200
,"Hamlin County, SD","46057",334,91907,363.411,219.865
,"Hand County, SD","46059",281,54506,515.540,216.714
,"Hanson County, SD","46061",125,53778,232.437,235.668
,"Harding County, SD","46063",53,20167,262.806,214.254
,"Hughes County, SD","46065",715,239982,297.939,220.384
,"Hutchinson County, SD","46067",721,117995,611.043,240.502
,"Hyde County, SD","46069",174,21371,814.187,346.197
,"Jackson County, SD","46071",78,22794,342.195,177.383
,"Jerauld County, SD","46073",153,32948,464.368,197.546
,"Jones County, SD","46075",33,15792,208.967,118.046
,"Kingsbury County, SD","46077",480,82781,579.843,273.176
,"Lake County, SD","46079",638,179176,356.074,235.863
,"Lawrence County, SD","46081",1051,365255,287.744,202.104
,"Lincoln County, SD","46083",1014,649114,156.213,177.283
,"Lyman County, SD","46085",124,36729,337.608,222.558
,"McCook County, SD","46087",420,90132,465.983,265.284
,"McPherson County, SD","46089",282,40566,695.163,276.002
,"Marshall County, SD","46091",335,67027,499.799,262.923
,"Meade County, SD","46093",917,392739,233.488,239.148
,"Mellette County, SD","46095",46,14058,327.216,192.028
,"Miner County, SD","46097",205,38799,528.364,243.681
,"Minnehaha County, SD","46099",5915,2558808,231.162,224.570
,"Moody County, SD","46101",318,87775,362.290,235.515
,"Pennington County, SD","46103",3456,1399693,246.911,202.592
,"Perkins County, SD","46105",216,47622,453.572,199.441
,"Potter County, SD","46107",179,37740,474.298,192.367
,"Roberts County, SD","46109",524,103314,507.192,242.846
,"Sanborn County, SD","46111",134,38430,348.686,208.654
,"Shannon County, SD","46113",15,9043,165.874 (Unreliable),172.113 (Unreliable)
,"Spink County, SD","46115",428,104925,407.910,232.889
,"Stanley County, SD","46117",70,42857,163.334,142.798
,"Sully County, SD","46119",53,22423,236.364,166.427
,"Todd County, SD","46121",54,16551,326.264,270.947
,"Tripp County, SD","46123",435,79173,549.430,252.954
,"Turner County, SD","46125",595,133230,446.596,246.224
,"Union County, SD","46127",551,218376,252.317,206.613
,"Walworth County, SD","46129",393,74716,525.992,232.497
,"Yankton County, SD","46135",1189,343028,346.619,228.888
,"Ziebach County, SD","46137",22,10999,200.018,168.219
,"Anderson County, TN","47001",4320,1162762,371.529,261.243
,"Bedford County, TN","47003",2349,684258,343.292,341.404
,"Benton County, TN","47005",1511,259942,581.284,405.913
,"Bledsoe County, TN","47007",721,209249,344.566,331.605
,"Blount County, TN","47009",5327,1891813,281.582,229.392
,"Bradley County, TN","47011",5017,1529341,328.050,316.150
,"Campbell County, TN","47013",2591,639962,404.868,331.132
,"Cannon County, TN","47015",864,215157,401.567,330.394
,"Carroll County, TN","47017",2765,456080,606.253,437.715
,"Carter County, TN","47019",3399,910204,373.433,288.145
,"Cheatham County, TN","47021",1592,610587,260.733,315.577
,"Chester County, TN","47023",933,265780,351.042,302.416
,"Claiborne County, TN","47025",2074,498515,416.036,363.026
,"Clay County, TN","47027",622,124972,497.711,361.229
,"Cocke County, TN","47029",2706,554944,487.617,417.693
,"Coffee County, TN","47031",3171,820282,386.574,330.212
,"Crockett County, TN","47033",1282,230676,555.758,417.867
,"Cumberland County, TN","47035",3654,861602,424.094,267.360
,"Davidson County, TN","47037",25807,9543987,270.401,293.139
,"Decatur County, TN","47039",954,185762,513.560,334.585
,"DeKalb County, TN","47041",1211,294577,411.098,344.534
,"Dickson County, TN","47043",2556,766210,333.590,326.441
,"Dyer County, TN","47045",2423,600635,403.406,356.341
,"Fayette County, TN","47047",1926,575760,334.514,300.191
,"Fentress County, TN","47049",1207,279859,431.289,369.231
,"Franklin County, TN","47051",2454,645773,380.010,300.615
,"Gibson County, TN","47053",3901,777768,501.563,370.932
,"Giles County, TN","47055",2048,465551,439.909,351.492
,"Grainger County, TN","47057",1156,353673,326.856,303.780
,"Greene County, TN","47059",4617,1068353,432.161,348.326
,"Grundy County, TN","47061",938,219857,426.641,356.240
,"Hamblen County, TN","47063",3476,966473,359.658,310.647
,"Hamilton County, TN","47065",17840,5174821,344.746,286.817
,"Hancock County, TN","47067",487,107038,454.979,370.604
,"Hardeman County, TN","47069",1640,431253,380.287,351.972
,"Hardin County, TN","47071",2242,410287,546.447,406.644
,"Hawkins County, TN","47073",3254,889462,365.839,308.959
,"Haywood County, TN","47075",1298,300721,431.629,376.190
